text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
)mryN,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 1",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרין,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lyh,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 2",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,
xgyy,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 3",PN Personal name,,,,,,,,,חגיי,xgyy,proper name Personal name,
q$yth,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 4",verb D,,,,,to harden,to treat hard,to do with great difficulty,to make heavy,קשיתה,q$y,verb pael,to harden | to treat hard | to do with great difficulty | to make heavy
xgyy,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 5",PN Personal name,,,,,,,,,חגיי,xgyy,proper name Personal name,
qyym{t}h#09#,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 6",verb G,,,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,קיימה,qwm,verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions"
(l,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 7",p01 C,,,,,upon; against; to,,,,על,(l,preposition independent (h)aphel,upon; against; to
d(t',"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 8",noun sg. emphatic,,,,,knowledge,,,,דעת',dy(h,noun sg. emphatic,knowledge
dr',"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 9",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
y$m()l,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 10",PN Personal name,,,,,,,,,ישמעאל,y$m()l,proper name Personal name,
{dl)}<dw#09#>,"Masekhet: 5330038, Page: 45, Side: d, Line: 01, Word: 11",c,P01 C,,,,he,,,,דו,hw),conjunction | preposition independent (h)aphel,he
mpn{h}<y>#09#,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 0",verb D,,,,,to give back,to turn something,"to remove, clear out",to hear,מפני,pny,verb pael,"to give back | to turn something | to remove, clear out | to hear"
)hN,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 1",P01 C,,,,,this,,,,אהן,)hn,preposition independent (h)aphel,this
qryyh,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 2",noun sg. emphatic,,,,,biblical verse,,,,קרייה,qrh,noun sg. emphatic,biblical verse
"""bmxwyyby","Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 3",No data,,,,,,,,,במחוייבי,None,No data,
xT)wt,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 4",No data,,,,,,,,,חטאות,None,No data,
w)$mwt,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 5",No data,,,,,,,,,ואשמות,None,No data,
wwd)yN,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 6",No data,,,,,,,,,וודאין,None,No data,
$(br,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 7",No data,,,,,,,,,שעבר,None,No data,
(lyhN,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 8",No data,,,,,,,,,עליהן,None,No data,
ywM,"Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 9",No data,,,,,,,,,יום,None,No data,
"hkypwryM""","Masekhet: 5330038, Page: 45, Side: d, Line: 02, Word: 10",No data,,,,,,,,,הכיפורים,None,No data,
nyx),"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 0",A01,,,,,quiet,,,,ניחא,nyx,adjective singular absolute or construct,quiet
(l,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 1",p01 C,,,,,upon; against; to,,,,על,(l,preposition independent (h)aphel,upon; against; to
d(t',"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 2",noun sg. emphatic,,,,,knowledge,,,,דעת',dy(h,noun sg. emphatic,knowledge
dr',"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 3",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
(qybh,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 4",PN Personal name,,,,,,,,,עקיבה,(qybh,proper name Personal name,
dmpnh,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 5",c,verb C,,,,"to turn something, turn back","to give back, return",to convert,to turn something in a direction,דמפנה,pny,conjunction | verb (h)aphel,"to turn something, turn back | to give back, return | to convert | to turn something in a direction"
)hN,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 6",P01 C,,,,,this,,,,אהן,)hn,preposition independent (h)aphel,this
qryyh,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 7",noun sg. emphatic,,,,,biblical verse,,,,קרייה,qrh,noun sg. emphatic,biblical verse
"""bmxwyyby","Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 8",No data,,,,,,,,,במחוייבי,None,No data,
xT)wt,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 9",No data,,,,,,,,,חטאות,None,No data,
w)$mwt,"Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 10",No data,,,,,,,,,ואשמות,None,No data,
"wwd)yN""","Masekhet: 5330038, Page: 45, Side: d, Line: 03, Word: 11",No data,,,,,,,,,וודאין,None,No data,
"""$(br","Masekhet: 5330038, Page: 45, Side: d, Line: 04, Word: 0",No data,,,,,,,,,שעבר,None,No data,
(lyhN,"Masekhet: 5330038, Page: 45, Side: d, Line: 04, Word: 1",No data,,,,,,,,,עליהן,None,No data,
ywM,"Masekhet: 5330038, Page: 45, Side: d, Line: 04, Word: 2",No data,,,,,,,,,יום,None,No data,
"hkypwryM""","Masekhet: 5330038, Page: 45, Side: d, Line: 04, Word: 3",No data,,,,,,,,,הכיפורים,None,No data,
"""whN","Masekhet: 5330038, Page: 45, Side: d, Line: 14, Word: 0",No data,,,,,,,,,והן,None,No data,
