text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
wd),"Masekhet: 5330007, Page: 49, Side: a, Line: 18, Word: 0",R,c,,,,this (f.),"and, also",,,ודא,w_,R | conjunction,"this (f.) | and, also"
mtnyth,"Masekhet: 5330007, Page: 49, Side: a, Line: 18, Word: 1",noun sg. emphatic,,,,,tannaitic tradition,,,,מתניתה,mtny,noun sg. emphatic,tannaitic tradition
mhy),"Masekhet: 5330007, Page: 49, Side: a, Line: 18, Word: 2",P01 C,,,,,she,,,,מהיא,hy),preposition independent (h)aphel,she
hwry,"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 0",verb C,,,,,to teach,to make a legal decision,,,הורי,yry,verb (h)aphel,to teach | to make a legal decision
r',"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 1",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
xnynh,"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 2",PN Personal name,,,,,,,,,חנינה,xnynh,proper name Personal name,
bcypwry,"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 3",p02,GN Geographic name,,,,"in, with",,,,בציפורי,cypwry,preposition with pronominal suffix | geographical name Geographic name,"in, with"
khd),"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 4",P01,p02,,,,this (f.),like,,,כהדא,k_,preposition independent | preposition with pronominal suffix,this (f.) | like
dr',"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 5",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
y$m()l,"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 6",PN Personal name,,,,,,,,,ישמעאל,y$m()l,proper name Personal name,
byr',"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 7",noun sg. abs. or construct,,,,,important person,,,,ביר',byrby,noun sg. abs. or construct,important person
ywsy,"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 8",PN Personal name,,,,,,,,,יוסי,ywsy,proper name Personal name,
bmh,"Masekhet: 5330007, Page: 49, Side: a, Line: 30, Word: 9",p02,P02 C,,,,"in, with",what?,,,במה,mh,preposition with pronominal suffix | preposition with pronominal suffix (h)aphel,"in, with | what?"
hwry,"Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 0",verb C,,,,,to teach,to make a legal decision,,,הורי,yry,verb (h)aphel,to teach | to make a legal decision
cypwr)y,"Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 1",A05,,,,,of Sepphoris,,,,ציפוראי,cypwry,adjective plural determined,of Sepphoris
)mry,"Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרי,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""bmryM""","Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 3",No data,,,,,,,,,במרים,None,No data,
r',"Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 4",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
z(yr),"Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 5",PN Personal name,,,,,,,,,זעירא,z(yr),proper name Personal name,
)m',"Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 6",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
"""bmtwqyM""","Masekhet: 5330007, Page: 49, Side: a, Line: 31, Word: 7",No data,,,,,,,,,במתוקים,None,No data,
"<""m$ypqs"">","Masekhet: 5330007, Page: 49, Side: a, Line: 34, Word: 0",No data,,,,,,,,,משיפקס,None,No data,
m{)}N#11#,"Masekhet: 5330007, Page: 49, Side: a, Line: 34, Word: 1",c,,,,,"since, after; while",,,,מן,mn,conjunction,"since, after; while"
d{y}<w>,"Masekhet: 5330007, Page: 49, Side: a, Line: 34, Word: 2",c,P01 C,,,,he,,,,דו,hw),conjunction | preposition independent (h)aphel,he
yryM,"Masekhet: 5330007, Page: 49, Side: a, Line: 34, Word: 3",verb C,,,,,to exalt,"to raise up, lift","to take off, remove",to distill,ירים,rwm,verb (h)aphel,"to exalt | to raise up, lift | to take off, remove | to distill"
