text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
lyh,"Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 3",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,
"""xyyb","Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 4",No data,,,,,,,,,חייב,None,No data,
$)ynh,"Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 5",No data,,,,,,,,,שאינה,None,No data,
dwmh,"Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 6",No data,,,,,,,,,דומה,None,No data,
"l)wth""","Masekhet: 5330012, Page: 02, Side: d, Line: 31, Word: 7",No data,,,,,,,,,לאותה,None,No data,
""")y","Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 0",No data,,,,,,,,,אי,None,No data,
zw,"Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 1",No data,,,,,,,,,זו,None,No data,
hy),"Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 2",No data,,,,,,,,,היא,None,No data,
"krmlyt""","Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 3",No data,,,,,,,,,כרמלית,None,No data,
kgwN,"Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 5",p01 C,,,,,"like, as",,,,כגון,kgwn,preposition independent (h)aphel,"like, as"
xnwtyh,"Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 6",noun sg. emphatic,,,,,"store, shop, chamber",,,,חנותיה,xnw,noun sg. emphatic,"store, shop, chamber"
dbr,"Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 7",noun sg. abs. or construct,p,,,,son,,,,דבר,d_ d_ p,noun sg. abs. or construct | preposition,son
ywsTyny,"Masekhet: 5330012, Page: 02, Side: d, Line: 57, Word: 8",PN Personal name,,,,,,,,,יוסטיני,ywsTyny,proper name Personal name,
)ylw,"Masekhet: 5330012, Page: 03, Side: a, Line: 01, Word: 0",c,,,,,"if, if only",,,,אילו,)ylw )ylw c,conjunction,"if, if only"
hwyn),"Masekhet: 5330012, Page: 03, Side: a, Line: 01, Word: 1",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוינא,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
q)yM,"Masekhet: 5330012, Page: 03, Side: a, Line: 01, Word: 2",verb G,,,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,קאים,qwm,verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions"
(l,"Masekhet: 5330012, Page: 03, Side: a, Line: 01, Word: 3",p01 C,,,,,upon; against; to,,,,על,(l,preposition independent (h)aphel,upon; against; to
Twr),"Masekhet: 5330012, Page: 03, Side: a, Line: 01, Word: 4",noun sg. emphatic,,,,,mountain,,,,טורא,Twr,noun sg. emphatic,mountain
