text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
qM,"Masekhet: 71016, Page: 010, Side: 2, Line: 15, Word: 4",verb G,,,,,qwm,,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,קם,qwm,verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions"
nmy,"Masekhet: 71016, Page: 010, Side: 2, Line: 15, Word: 5",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l),"Masekhet: 71016, Page: 010, Side: 2, Line: 15, Word: 6",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
hwy,"Masekhet: 71016, Page: 010, Side: 2, Line: 15, Word: 7",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
"""nzyr"";","Masekhet: 71016, Page: 010, Side: 2, Line: 15, Word: 8",No data,,,,,,,,,,,,,נזיר;,None,No data,
ldydkw;,"Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 0",p02,,,,,ldyd_,,,,"self, to oneself",,,,לדידכו;,ldyd_,preposition with pronominal suffix,"self, to oneself"
d)mrytw,"Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 1",c,verb G,,,,dy,ˀmr,,,to say,to command,to think,idiomatic and special usages:,דאמריתו,)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
hwy,"Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 2",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
"""nzyr"";","Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 3",No data,,,,,,,,,,,,,נזיר;,None,No data,
)wdw,"Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 4",verb C,,,,,ydy,,,,to praise,to confess,"to consent, acknowledge",,אודו,ydy,verb (h)aphel,"to praise | to confess | to consent, acknowledge"
lN,"Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 5",p02,,,,,l_,,,,"to, for",,,,לן,l_,preposition with pronominal suffix,"to, for"
myh';,"Masekhet: 71016, Page: 010, Side: 2, Line: 16, Word: 6",a,,,,,"myhˀ, myht, myḥt",,,,"at least, in any case",,,,מיה';,myh),adverb,"at least, in any case"
dtwr',"Masekhet: 71016, Page: 010, Side: 2, Line: 17, Word: 0",c,noun sg. emphatic,,,,dy,"twr, twrˀ",,,"who,which (relative)","ox, cow",,,דתור',twr),conjunction | noun sg. emphatic,"who,which (relative) | ox, cow"
dhdyN,"Masekhet: 71016, Page: 010, Side: 2, Line: 17, Word: 1",c,R,,,,dy,hdn,,,"who,which (relative)",this (m.),,,דהדין,hdyn,conjunction | R,"who,which (relative) | this (m.)"
gbr',"Masekhet: 71016, Page: 010, Side: 2, Line: 17, Word: 2",noun sg. emphatic,,,,,"gbr, gbrˀ",,,,man,,,,גבר',gbr),noun sg. emphatic,man
m$w',"Masekhet: 71016, Page: 010, Side: 2, Line: 17, Word: 3",c,,,,,mšwm,,,,"because, since",,,,משו',m$wm,conjunction,"because, since"
drby(';,"Masekhet: 71016, Page: 010, Side: 2, Line: 17, Word: 4",c,verb G,,,,dy,rbˁ,,,to lie down or crouch down (of -- or in the manner of -- an animal),to collapse (house),,,דרביע';,rb(,conjunction | verb peal,to lie down or crouch down (of -- or in the manner of -- an animal) | to collapse (house)
wh),"Masekhet: 71016, Page: 010, Side: 2, Line: 17, Word: 5",c,I,,,,w_,hˀ,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
qm';,"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 0",A,,,,,qdmy,,,,first,,,,קמ';,qm),adjective,first
w)ynwN,"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 1",c,P01,,,,w_,ˀnwn,,,"and, also","they, them",,,ואינון,)ynwn,conjunction | preposition independent,"and, also | they, them"
)mry;,"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרי;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
l);,"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
twrpy',"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 4",noun sg. emphatic,,,,,twrpˀ,,,,validating clause,,,,תורפי',twrp),noun sg. emphatic,validating clause
dhdyN,"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 5",c,R,,,,dy,hdn,,,"who,which (relative)",this (m.),,,דהדין,hdyn,conjunction | R,"who,which (relative) | this (m.)"
gbr',"Masekhet: 71016, Page: 010, Side: 2, Line: 18, Word: 6",noun sg. emphatic,,,,,"gbr, gbrˀ",,,,man,,,,גבר',gbr),noun sg. emphatic,man
m$w',"Masekhet: 71016, Page: 010, Side: 2, Line: 19, Word: 0",p,,,,,mšwm,,,,because of,,,,משו',m$wm,preposition,because of
)wqm',"Masekhet: 71016, Page: 010, Side: 2, Line: 19, Word: 1",verb C,,,,,qwm,,,,"to make to stand, to position",fig. : to impose,to awaken s.o.,to make a contractual arrangement,אוקמ',qwm,verb (h)aphel,"to make to stand, to position | fig. : to impose | to awaken s.o. | to make a contractual arrangement"
bydy';,"Masekhet: 71016, Page: 010, Side: 2, Line: 19, Word: 2",p02,noun sg. emphatic,,,,b_,"yd, ˀydˀ",,,"in, with","hand, arm; side; power",,,בידי';,yd),preposition with pronominal suffix | noun sg. emphatic,"in, with | hand, arm; side; power"
wh),"Masekhet: 71016, Page: 010, Side: 2, Line: 19, Word: 3",c,I,,,,w_,hˀ,,,"and, also",here! look!,,,והא,h),conjunction | interjection,"and, also | here! look!"
l),"Masekhet: 71016, Page: 010, Side: 2, Line: 19, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
)wqm';,"Masekhet: 71016, Page: 010, Side: 2, Line: 19, Word: 5",verb C,,,,,qwm,,,,"to make to stand, to position",fig. : to impose,to awaken s.o.,to make a contractual arrangement,אוקמ';,qwm,verb (h)aphel,"to make to stand, to position | fig. : to impose | to awaken s.o. | to make a contractual arrangement"
)mrt,"Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרת,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
ry$',"Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 1",noun sg. emphatic,,,,,"ryš, ryšˀ",,,,head; top; chief,,,,ריש',ry$),noun sg. emphatic,head; top; chief
"""hry","Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 2",No data,,,,,,,,,,,,,הרי,None,No data,
zh,"Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 3",No data,,,,,,,,,,,,,זה,None,No data,
"nzyr"";","Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 4",No data,,,,,,,,,,,,,נזיר;,None,No data,
whdr,"Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 5",c,verb G,,,,w_,hdr,,,to return,as co-verb: to do something again,"to go around, surround",to get married,והדר,hdr,conjunction | verb peal,"to return | as co-verb: to do something again | to go around, surround | to get married"
)mr';,"Masekhet: 71016, Page: 011, Side: 1, Line: 06, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמר';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
)lm',"Masekhet: 71016, Page: 011, Side: 1, Line: 07, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אלמ',)lm),conjunction,why?
bh)y,"Masekhet: 71016, Page: 011, Side: 1, Line: 07, Word: 1",p02,P,,,,b_,hˀy,,,"in, with",this,,,בהאי,h)y,preposition with pronominal suffix | P,"in, with | this"
hw),"Masekhet: 71016, Page: 011, Side: 1, Line: 07, Word: 2",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
d)syr;,"Masekhet: 71016, Page: 011, Side: 1, Line: 07, Word: 3",c,A01,,,,dy,ˀsyr,,,"who,which (relative)",captured; forbidden,,,דאסיר;,)syr,conjunction | adjective singular absolute or construct,"who,which (relative) | captured; forbidden"
)xryn',"Masekhet: 71016, Page: 011, Side: 1, Line: 08, Word: 0",R,,,,,ˀwḥrn,,,,other,,,,אחרינ',)xryn),R,other
$ry;,"Masekhet: 71016, Page: 011, Side: 1, Line: 08, Word: 1",A01,,,,,šry,,,,"free, unrestrained",,,,שרי;,$ry,adjective singular absolute or construct,"free, unrestrained"
xswry,"Masekhet: 71016, Page: 011, Side: 1, Line: 08, Word: 2",verb D,,,,,ḥsr,,,,to make to lack,to harm,,,חסורי,xsr,verb pael,to make to lack | to harm
mxsr',"Masekhet: 71016, Page: 011, Side: 1, Line: 08, Word: 3",verb D,,,,,ḥsr,,,,to make to lack,to harm,,,מחסר',xsr,verb pael,to make to lack | to harm
whky,"Masekhet: 71016, Page: 011, Side: 1, Line: 08, Word: 4",c,X,,,,w_,"hkyn, ˀkyn",,,"and, also","so, thus",,,והכי,hky,conjunction | X,"and, also | so, thus"
qtny;,"Masekhet: 71016, Page: 011, Side: 1, Line: 08, Word: 5",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,קתני;,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
wky,"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 0",c,c,,,,w_,ky,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym',"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,תימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lym',"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,לימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
hky;,"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 3",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי;,hky,X,"so, thus"
sbr;,"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 4",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר;,sbr,verb peal,to have thoughts | idioms:
myytyN,"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 5",verb G,,,,,mwt,,,,to die,fig. : to remain hidden until disappearance,to separate ?,,מייתין,mwt,verb peal,to die | fig. : to remain hidden until disappearance | to separate ?
ly,"Masekhet: 71016, Page: 011, Side: 1, Line: 12, Word: 6",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
)xryn',"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 0",R,,,,,ˀwḥrn,,,,other,,,,אחרינ',)xryn),R,other
wmc(rN,"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 1",c,verb D,,,,w_,ṣˁr,,,"to torment, to make suffer",to reproach,"to disgrace, dishonor",,ומצערן,c(r,conjunction | verb pael,"to torment, to make suffer | to reproach | to disgrace, dishonor"
ly;,"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 2",p02,,,,,l_,,,,"to, for",,,,לי;,l_,preposition with pronominal suffix,"to, for"
)ym',"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 3",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lhwN,"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 4",p02,,,,,l_,,,,"to, for",,,,להון,l_,preposition with pronominal suffix,"to, for"
hd',"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 5",P01,,,,,hdˀ,,,,this (f.),,,,הד',hd),preposition independent,this (f.)
mylt';,"Masekhet: 71016, Page: 011, Side: 1, Line: 13, Word: 6",noun sg. emphatic,,,,,"mlh, mltˀ",,,,"word, speech; thing",,,,מילת';,mylt),noun sg. emphatic,"word, speech; thing"
dpsyq',"Masekhet: 71016, Page: 011, Side: 1, Line: 14, Word: 0",c,verb G,,,,dy,psq,,,to stop,to cut off,"to fix, determine, decree",to recite a verse or portion,דפסיק',psq,conjunction | verb peal,"to stop | to cut off | to fix, determine, decree | to recite a verse or portion"
lhwN;,"Masekhet: 71016, Page: 011, Side: 1, Line: 14, Word: 1",p02,,,,,l_,,,,"to, for",,,,להון;,l_,preposition with pronominal suffix,"to, for"
wlyplwg,"Masekhet: 71016, Page: 011, Side: 1, Line: 23, Word: 0",c,verb G,,,,w_,plg,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",וליפלוג,plg,conjunction | verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
nmy,"Masekhet: 71016, Page: 011, Side: 1, Line: 23, Word: 1",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
r',"Masekhet: 71016, Page: 011, Side: 1, Line: 23, Word: 2",No data,,,,,,,,,,,,,ר',None,No data,
$m(',"Masekhet: 71016, Page: 011, Side: 1, Line: 23, Word: 3",No data,,,,,,,,,,,,,שמע',None,No data,
bry$';,"Masekhet: 71016, Page: 011, Side: 1, Line: 23, Word: 4",p02,noun sg. emphatic,,,,b_,"ryš, ryšˀ",,,"in, with",head; top; chief,,,בריש';,ry$),preposition with pronominal suffix | noun sg. emphatic,"in, with | head; top; chief"
w)yb',"Masekhet: 71016, Page: 011, Side: 1, Line: 36, Word: 0",c,verb G,,,,w_,bˁy,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,ואיב',b(y,conjunction | verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
)y';,"Masekhet: 71016, Page: 011, Side: 1, Line: 36, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אי';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
l),"Masekhet: 71016, Page: 011, Side: 1, Line: 36, Word: 2",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
typwK;,"Masekhet: 71016, Page: 011, Side: 1, Line: 36, Word: 3",verb G,,,,,ˀpk,,,,to turn back (intran.),"to turn around, turn back (trans.)","to overthrow, destroy (land, city)","(pregnant woman) to be be in labor (?), to have fetal movement (?)",תיפוך;,)pk,verb peal,"to turn back (intran.) | to turn around, turn back (trans.) | to overthrow, destroy (land, city) | (pregnant woman) to be be in labor (?), to have fetal movement (?)"
ht',"Masekhet: 71016, Page: 011, Side: 1, Line: 36, Word: 4",a,,,,,htm,,,,there,,,,הת',htm,adverb,there
)ry$);,"Masekhet: 71016, Page: 011, Side: 2, Line: 01, Word: 0",noun sg. emphatic,,,,,"ryš, ryšˀ",,,,head; top; chief,,,,ארישא;,ry$),noun sg. emphatic,head; top; chief
syp),"Masekhet: 71016, Page: 011, Side: 2, Line: 01, Word: 1",noun sg. emphatic,,,,,"syp, sypˀ",,,,end,,,,סיפא,syp),noun sg. emphatic,end
dnzr,"Masekhet: 71016, Page: 011, Side: 2, Line: 01, Word: 2",c,verb G,,,,dy,nzr,,,to abstain,to vow a dedication,,,דנזר,nzr,conjunction | verb peal,to abstain | to vow a dedication
mkwlhw,"Masekhet: 71016, Page: 011, Side: 2, Line: 01, Word: 3",p,noun sg. emphatic,,,,mn,"kl, klˀ",,,from,"all, every",,,מכולהו,kl,preposition | noun sg. emphatic,"from | all, every"
w)yt$yl,"Masekhet: 71016, Page: 011, Side: 2, Line: 01, Word: 4",c,verb Gt,,,,w_,šˀl,,,"to have a negative attitude toward something, to refuse","to be asked, asked for (or Dt?)",": to ask for, beg from someone",to be lent,ואיתשיל,$)l,conjunction | verb ethpeel,"to have a negative attitude toward something, to refuse | to be asked, asked for (or Dt?) | : to ask for, beg from someone | to be lent"
mxd';,"Masekhet: 71016, Page: 011, Side: 2, Line: 01, Word: 5",n02,,,,,ḥd,,,,one,,,,מחד';,xd,numeral singular determined,one
ky,"Masekhet: 71016, Page: 011, Side: 2, Line: 04, Word: 0",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
qmyt$yl,"Masekhet: 71016, Page: 011, Side: 2, Line: 04, Word: 1",verb Gt,,,,,šˀl,,,,"to have a negative attitude toward something, to refuse","to be asked, asked for (or Dt?)",": to ask for, beg from someone",to be lent,קמיתשיל,$)l,verb ethpeel,"to have a negative attitude toward something, to refuse | to be asked, asked for (or Dt?) | : to ask for, beg from someone | to be lent"
mxd',"Masekhet: 71016, Page: 011, Side: 2, Line: 04, Word: 2",n02,,,,,ḥd,,,,one,,,,מחד',xd,numeral singular determined,one
mynyhw;,"Masekhet: 71016, Page: 011, Side: 2, Line: 04, Word: 3",p02,,,,,mn,,,,from,,,,מיניהו;,mn,preposition with pronominal suffix,from
m$try;,"Masekhet: 71016, Page: 011, Side: 2, Line: 04, Word: 4",verb Gt,,,,,šry,,,,"to be loosened, untied",to be dissolved,"to be finished, come to an end [of something requiring construction to establish it]","to be removed, abrogated",משתרי;,$ry,verb ethpeel,"to be loosened, untied | to be dissolved | to be finished, come to an end [of something requiring construction to establish it] | to be removed, abrogated"
dky,"Masekhet: 71016, Page: 011, Side: 2, Line: 07, Word: 0",c,c,,,,dy,ky,,,"who,which (relative)",when,,,דכי,ky,conjunction | conjunction,"who,which (relative) | when"
mt$yl,"Masekhet: 71016, Page: 011, Side: 2, Line: 07, Word: 1",verb Gt,,,,,šˀl,,,,"to have a negative attitude toward something, to refuse","to be asked, asked for (or Dt?)",": to ask for, beg from someone",to be lent,מתשיל,$)l,verb ethpeel,"to have a negative attitude toward something, to refuse | to be asked, asked for (or Dt?) | : to ask for, beg from someone | to be lent"
nmy;,"Masekhet: 71016, Page: 011, Side: 2, Line: 07, Word: 2",a,,,,,nmy,,,,also,,,,נמי;,nmy,adverb,also
(d,"Masekhet: 71016, Page: 011, Side: 2, Line: 08, Word: 0",c,,,,,ˁd,,,,until,,,,עד,(d,conjunction,until
dmt$yl,"Masekhet: 71016, Page: 011, Side: 2, Line: 08, Word: 1",c,verb Gt,,,,dy,šˀl,,,"to have a negative attitude toward something, to refuse","to be asked, asked for (or Dt?)",": to ask for, beg from someone",to be lent,דמתשיל,$)l,conjunction | verb ethpeel,"to have a negative attitude toward something, to refuse | to be asked, asked for (or Dt?) | : to ask for, beg from someone | to be lent"
mkwlhwN;,"Masekhet: 71016, Page: 011, Side: 2, Line: 08, Word: 2",noun sg. emphatic,,,,,"kl, klˀ",,,,"all, every",,,,מכולהון;,kl,noun sg. emphatic,"all, every"
qmplgy,"Masekhet: 71016, Page: 011, Side: 2, Line: 10, Word: 0",verb Gt,,,,,plg,,,,"to be divided, split",to be allotted,to be in doubt,,קמפלגי,plg,verb ethpeel,"to be divided, split | to be allotted | to be in doubt"
bplwgt',"Masekhet: 71016, Page: 011, Side: 2, Line: 10, Word: 1",p02,noun sg. emphatic,,,,b_,"plwgh, plwgtˀ",,,"in, with",division,,,בפלוגת',plwgt),preposition with pronominal suffix | noun sg. emphatic,"in, with | division"
d$mw)l,"Masekhet: 71016, Page: 011, Side: 2, Line: 10, Word: 2",No data,,,,,,,,,,,,,דשמואל,None,No data,
wrbsy;,"Masekhet: 71016, Page: 011, Side: 2, Line: 10, Word: 3",No data,,,,,,,,,,,,,ורבסי;,None,No data,
tn),"Masekhet: 71016, Page: 011, Side: 2, Line: 15, Word: 0",noun sg. emphatic,,,,,"tny, tnyˀ, tnˀ",,,,tanna,,,,תנא,tn),noun sg. emphatic,tanna
tny;,"Masekhet: 71016, Page: 011, Side: 2, Line: 15, Word: 1",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תני;,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""w)ny""","Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 0",No data,,,,,,,,,,,,,ואני,None,No data,
(l,"Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 1",p01,,,,,ˁl,,,,upon; against; to,,,,על,(l,preposition independent,upon; against; to
kwly,"Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 2",noun sg. abs. or construct,,,,,"kl, klˀ",,,,"all, every",,,,כולי,kl,noun sg. abs. or construct,"all, every"
dbwry',"Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 3",noun sg. emphatic,,,,,"bwry, bwryˀ",,,,reed mat,,,,דבורי',bwry),noun sg. emphatic,reed mat
m$m';,"Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 4",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,משמ';,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
)w,"Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 5",c,,,,,ˀw,,,,or,,,,או,)w,conjunction,or
dylm',"Masekhet: 71016, Page: 011, Side: 2, Line: 22, Word: 6",c,,,,,dlmh,,,,"lest, perhaps",,,,דילמ',dylm),conjunction,"lest, perhaps"
(l,"Masekhet: 71016, Page: 011, Side: 2, Line: 23, Word: 0",p01,,,,,ˁl,,,,upon; against; to,,,,על,(l,preposition independent,upon; against; to
plgy',"Masekhet: 71016, Page: 011, Side: 2, Line: 23, Word: 1",noun sg. emphatic,,,,,"plg, plgˀ",,,,half; waist,,,,פלגי',plg),noun sg. emphatic,half; waist
dbwry',"Masekhet: 71016, Page: 011, Side: 2, Line: 23, Word: 2",noun sg. emphatic,,,,,"bwry, bwryˀ",,,,reed mat,,,,דבורי',bwry),noun sg. emphatic,reed mat
m$m';,"Masekhet: 71016, Page: 011, Side: 2, Line: 23, Word: 3",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,משמ';,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
)t'l;,"Masekhet: 71016, Page: 011, Side: 2, Line: 23, Word: 4",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,את'ל;,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
(l,"Masekhet: 71016, Page: 011, Side: 2, Line: 23, Word: 5",p01,,,,,ˁl,,,,upon; against; to,,,,על,(l,preposition independent,upon; against; to
