text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
wm$m(,"Masekhet: 71034, Page: 009, Side: 1, Line: 42, Word: 10",c,verb C,,,,w_,šmˁ,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,ומשמע,$m(,conjunction | verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
"""mzyd""","Masekhet: 71034, Page: 009, Side: 1, Line: 42, Word: 11",No data,,,,,,,,,,,,,מזיד,None,No data,
wm$m(,"Masekhet: 71034, Page: 009, Side: 1, Line: 42, Word: 12",c,verb C,,,,w_,šmˁ,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,ומשמע,$m(,conjunction | verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
""")wns"";","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 0",No data,,,,,,,,,,,,,אונס;,None,No data,
hwh,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 1",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
)myn';,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמינ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
ky,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 3",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
myty,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 4",verb C,,,,,ˀty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מיתי,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""qrbN;","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 5",No data,,,,,,,,,,,,,קרבן;,None,No data,
"b$wgg"";","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 6",No data,,,,,,,,,,,,,בשוגג;,None,No data,
myd(M,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 7",c,,,,,"mdˁm, mdm, mydy",,,,something,,,,מידעם,mydy@d_,conjunction,something
dhwy,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 8",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,דהוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
""")twrh","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 9",No data,,,,,,,,,,,,,אתורה,None,No data,
"kwlh""","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 10",No data,,,,,,,,,,,,,כולה,None,No data,
..;,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 11",No data,,,,,,,,,,,,,;,None,No data,
ktb,"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 12",verb G,,,,,ktb,,,,to write,to draw,,,כתב,ktb,verb peal,to write | to draw
rxm',"Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 13",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמ',rxmn),noun sg. emphatic,merciful
"""pt(","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 14",No data,,,,,,,,,,,,,פתע,None,No data,
"d$wgg"";","Masekhet: 71034, Page: 009, Side: 1, Line: 43, Word: 15",No data,,,,,,,,,,,,,דשוגג;,None,No data,
hw),"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 0",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
lglwyy,"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 1",p02,verb D,,,,l_,gly,,,"to reveal (secrets, revelations)",to uncover,to exile,"to go into exile, emigrate",לגלויי,gly#2,preposition with pronominal suffix | verb pael,"to reveal (secrets, revelations) | to uncover | to exile | to go into exile, emigrate"
(lyh;,"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 2",p02,,,,,ˁl,,,,upon; against; to,,,,עליה;,(l,preposition with pronominal suffix,upon; against; to
w)pylw,"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 3",c,c,,,,w_,ˀpylw,,,"and, also","even if , even",,,ואפילו,)plw,conjunction | conjunction,"and, also | even if , even"
hky,"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 4",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
xyyb,"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 5",verb D,,,,,ḥwb,,,,to condemn,to make sin,"to condemn to, impose","to vanquish, prevail over",חייב,xwb,verb pael,"to condemn | to make sin | to condemn to, impose | to vanquish, prevail over"
rxm',"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 6",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמ',rxmn),noun sg. emphatic,merciful
..;,"Masekhet: 71034, Page: 009, Side: 1, Line: 44, Word: 7",No data,,,,,,,,,,,,,;,None,No data,
kwlh,"Masekhet: 71034, Page: 009, Side: 2, Line: 10, Word: 0",noun sg. emphatic,,,,,"kl, klˀ",,,,"all, every",,,,כולה,kl,noun sg. emphatic,"all, every"
"""Twm)'""","Masekhet: 71034, Page: 009, Side: 2, Line: 10, Word: 1",No data,,,,,,,,,,,,,טומא',None,No data,
)rykt),"Masekhet: 71034, Page: 009, Side: 2, Line: 10, Word: 2",A02,,,,,ˀryk,,,,long,,,,אריכתא,)ryk,adjective singular determined,long
hy);,"Masekhet: 71034, Page: 009, Side: 2, Line: 10, Word: 3",P01,,,,,hyˀ,,,,she,,,,היא;,hy),preposition independent,she
"""wld","Masekhet: 71034, Page: 010, Side: 1, Line: 04, Word: 0",No data,,,,,,,,,,,,,ולד,None,No data,
"$ny""","Masekhet: 71034, Page: 010, Side: 1, Line: 04, Word: 1",No data,,,,,,,,,,,,,שני,None,No data,
km)N,"Masekhet: 71034, Page: 010, Side: 1, Line: 04, Word: 2",P,,,,,mn,,,,who?,,,,כמאן,m)n,P,who?
dlytyh,"Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 0",c,V,,,,dy,"lyt, l)yty",,,"who,which (relative)",there is/are not,,,דליתיה,lyt,conjunction | V,"who,which (relative) | there is/are not"
dmy;,"Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 1",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דמי;,dmy,verb peal,to be like | ptcp. :
""")bl","Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 2",No data,,,,,,,,,,,,,אבל,None,No data,
l(ynyN,"Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 3",No data,,,,,,,,,,,,,לעינין,None,No data,
Twm)',"Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 4",No data,,,,,,,,,,,,,טומא',None,No data,
"wThrh"";","Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 5",No data,,,,,,,,,,,,,וטהרה;,None,No data,
)ym',"Masekhet: 71034, Page: 010, Side: 1, Line: 05, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
sbyr),"Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 0",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבירא,sbr,verb peal,to have thoughts | idioms:
lyh,"Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 1",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
km)N,"Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 2",c,,,,,kmh d_,,,,just as,,,,כמאן,km)n@d_,conjunction,just as
d)ytyh,"Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 3",V,,,,,ˀyt,,,,"there is, exists",,,,דאיתיה,)yt,V,"there is, exists"
dmy;,"Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 4",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דמי;,dmy,verb peal,to be like | ptcp. :
wmpsqh,"Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 5",c,verb C,,,,w_,psq,,,"to divide, to sever","to interrupt, make stop",to bestow,,ומפסקה,psq,conjunction | verb (h)aphel,"to divide, to sever | to interrupt, make stop | to bestow"
"""Twm)'""","Masekhet: 71034, Page: 010, Side: 1, Line: 06, Word: 6",No data,,,,,,,,,,,,,טומא',None,No data,
"""d$yny""","Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 0",No data,,,,,,,,,,,,,דשיני,None,No data,
wmml),"Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 1",c,verb D,,,,w_,mly,,,to fill something,"to perfect, complete :",,,וממלא,mly,conjunction | verb pael,"to fill something | to perfect, complete :"
ywmy,"Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 2",noun pl. emphatic,,,,,"ywm, ywmˀ",,,,day,,,,יומי,ywm),noun pl. emphatic,day
"""dThrh","Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 3",No data,,,,,,,,,,,,,דטהרה,None,No data,
"dr)$wN"";","Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 4",No data,,,,,,,,,,,,,דראשון;,None,No data,
whdr,"Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 5",c,verb G,,,,w_,hdr,,,to return,as co-verb: to do something again,"to go around, surround",to get married,והדר,hdr,conjunction | verb peal,"to return | as co-verb: to do something again | to go around, surround | to get married"
mny,"Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 6",verb G,,,,,mny,,,,"to count, to number","to count as, to reckon as","to recite, chant",,מני,mny,verb peal,"to count, to number | to count as, to reckon as | to recite, chant"
lh,"Masekhet: 71034, Page: 010, Side: 1, Line: 07, Word: 7",p02,,,,,l_,,,,"to, for",,,,לה,l_,preposition with pronominal suffix,"to, for"
ywmy,"Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 0",noun pl. construct,,,,,"ywm, ywmˀ",,,,day,,,,יומי,ywm),noun pl. construct,day
"""Thrh","Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 1",No data,,,,,,,,,,,,,טהרה,None,No data,
"l$yny"";","Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 2",No data,,,,,,,,,,,,,לשיני;,None,No data,
)w,"Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 3",c,,,,,ˀw,,,,or,,,,או,)w,conjunction,or
dyl',"Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 4",c,,,,,dlmh,,,,"lest, perhaps",,,,דיל',dylm),conjunction,"lest, perhaps"
lr',"Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 5",No data,,,,,,,,,,,,,לר',None,No data,
yhwd',"Masekhet: 71034, Page: 010, Side: 1, Line: 08, Word: 6",No data,,,,,,,,,,,,,יהוד',None,No data,
xwmr),"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 0",noun sg. emphatic,,,,,"ḥwmr, ḥwmrˀ",,,,strictness,,,,חומרא,xwmr),noun sg. emphatic,strictness
hw),"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 1",P01,,,,,hwˀ,,,,he,,,,הוא,hw),preposition independent,he
d)yt,"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 2",c,V,,,,dy,ˀyt,,,"who,which (relative)","there is, exists",,,דאית,)yt,conjunction | V,"who,which (relative) | there is, exists"
lyh;,"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 3",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
)bl,"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 4",No data,,,,,,,,,,,,,אבל,None,No data,
hk),"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 5",a,,,,,hkh,,,,here,,,,הכא,hk),adverb,here
qwl),"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 6",noun sg. emphatic,,,,,"qwl, qwlˀ",,,,lenient decision,,,,קולא,qwl),noun sg. emphatic,lenient decision
hw);,"Masekhet: 71034, Page: 010, Side: 1, Line: 09, Word: 7",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
wqwl),"Masekhet: 71034, Page: 010, Side: 1, Line: 10, Word: 0",c,noun sg. emphatic,,,,w_,"qwl, qwlˀ",,,"and, also",lenient decision,,,וקולא,qwl),conjunction | noun sg. emphatic,"and, also | lenient decision"
l) )yt,"Masekhet: 71034, Page: 010, Side: 1, Line: 10, Word: 1",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לא אית,lyt,V,there is/are not
lyh;,"Masekhet: 71034, Page: 010, Side: 1, Line: 10, Word: 2",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
hyky,"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 0",a,,,,,"hyk, ˀyk, hykˀ, ˀykh",,,,how,,,,היכי,hyky,adverb,how
$xTynN,"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 1",verb G,,,,,šḥṭ,,,,"to cut the throat, slaughter",,,,שחטינן,$xT,verb peal,"to cut the throat, slaughter"
(lh,"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 2",p02,,,,,ˁl,,,,upon; against; to,,,,עלה,(l,preposition with pronominal suffix,upon; against; to
"""bywM","Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 3",No data,,,,,,,,,,,,,ביום,None,No data,
")rb(yM""","Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 4",No data,,,,,,,,,,,,,ארבעים,None,No data,
l)wrt),"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 5",p03,noun sg. emphatic,,,,l_,"ˀwrh, ˀwrtˀ",,,"to, for",nightfall,,,לאורתא,)wrt),preposition proclitic | noun sg. emphatic,"to, for | nightfall"
nmy,"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 6",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l),"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 7",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mcyn),"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 8",A01,,,,,mṣy,,,,"able, capable",,,,מצינא,mcy,adjective singular absolute or construct,"able, capable"
)klh;,"Masekhet: 71034, Page: 010, Side: 1, Line: 14, Word: 9",verb G,,,,,ˀkl,,,,to eat,to consume,to enjoy the usufruct of something,in idioms,אכלה;,)kl,verb peal,to eat | to consume | to enjoy the usufruct of something | in idioms
wmy,"Masekhet: 71034, Page: 010, Side: 1, Line: 17, Word: 0",c,c,,,,w_,my,,,"and, also",interrogative particle,,,ומי,my,conjunction | conjunction,"and, also | interrogative particle"
)klh;,"Masekhet: 71034, Page: 010, Side: 1, Line: 17, Word: 1",verb G,,,,,ˀkl,,,,to eat,to consume,to enjoy the usufruct of something,in idioms,אכלה;,)kl,verb peal,to eat | to consume | to enjoy the usufruct of something | in idioms
hhy),"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 0",P01,,,,,hhyˀ,,,,that one (f.),,,,ההיא,hhy),preposition independent,that one (f.)
l),"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
)klh,"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 2",verb G,,,,,ˀkl,,,,to eat,to consume,to enjoy the usufruct of something,in idioms,אכלה,)kl,verb peal,to eat | to consume | to enjoy the usufruct of something | in idioms
ky,"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 3",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
l),"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
TbylN;,"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 5",verb G,,,,,ṭbl,,,,"to dip, immerse (trans.)",to immerse oneself,,,טבילן;,Tbl,verb peal,"to dip, immerse (trans.) | to immerse oneself"
ky,"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 6",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
tny),"Masekhet: 71034, Page: 010, Side: 1, Line: 18, Word: 7",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תניא,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
h),"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 0",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
"""d$wxTyN","Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 1",No data,,,,,,,,,,,,,דשוחטין,None,No data,
wzwrqyN,"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 2",No data,,,,,,,,,,,,,וזורקין,None,No data,
"(lyh""","Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 3",No data,,,,,,,,,,,,,עליה,None,No data,
dh),"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 4",c,I,,,,dy,hˀ,,,"who,which (relative)",here! look!,,,דהא,h),conjunction | interjection,"who,which (relative) | here! look!"
Tbylh;,"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 5",verb G,,,,,ṭbl,,,,"to dip, immerse (trans.)",to immerse oneself,,,טבילה;,Tbl,verb peal,"to dip, immerse (trans.) | to immerse oneself"
)y,"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 6",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
hky,"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 7",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
"""m$myny""","Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 8",No data,,,,,,,,,,,,,משמיני,None,No data,
dyldh,"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 9",c,verb G,,,,dy,yld,,,to give birth,to beget,"metaph.: to produce, come up with",,דילדה,yld,conjunction | verb peal,"to give birth | to beget | metaph.: to produce, come up with"
hy),"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 10",P01,,,,,hyˀ,,,,she,,,,היא,hy),preposition independent,she
dxzy);,"Masekhet: 71034, Page: 010, Side: 1, Line: 19, Word: 11",c,verb G,,,,dy,ḥzy,,,to see,(,") to understand, to realize",to visit,דחזיא;,xzy,conjunction | verb peal,"to see | ( | ) to understand, to realize | to visit"
"""m$myny""","Masekhet: 71034, Page: 010, Side: 1, Line: 20, Word: 0",No data,,,,,,,,,,,,,משמיני,None,No data,
l),"Masekhet: 71034, Page: 010, Side: 1, Line: 20, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
xzy);,"Masekhet: 71034, Page: 010, Side: 1, Line: 20, Word: 2",A,,,,,ḥzh,,,,"proper, fit",,,,חזיא;,xzy,adjective,"proper, fit"
l)yy,"Masekhet: 71034, Page: 010, Side: 1, Line: 21, Word: 0",a,,,,,lˀy,,,,it is not,,,,לאיי,l)yy,adverb,it is not
"""bywM","Masekhet: 71034, Page: 010, Side: 1, Line: 21, Word: 1",No data,,,,,,,,,,,,,ביום,None,No data,
")rb(yM""","Masekhet: 71034, Page: 010, Side: 1, Line: 21, Word: 2",No data,,,,,,,,,,,,,ארבעים,None,No data,
xzy);,"Masekhet: 71034, Page: 010, Side: 1, Line: 21, Word: 3",A,,,,,ḥzh,,,,"proper, fit",,,,חזיא;,xzy,adjective,"proper, fit"
"""mxwsr","Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 0",No data,,,,,,,,,,,,,מחוסר,None,No data,
kypwryM,"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 1",No data,,,,,,,,,,,,,כיפורים,None,No data,
dzb,"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 2",No data,,,,,,,,,,,,,דזב,None,No data,
"kzb""","Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 3",No data,,,,,,,,,,,,,כזב,None,No data,
dmy,"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 4",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דמי,dmy,verb peal,to be like | ptcp. :
h),"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 5",P,,,,,hˀ,,,,this (f.),,,,הא,h),P,this (f.)
mtny{y}t),"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 6",noun sg. emphatic,,,,,"mtny, mtnytˀ",,,,tannaitic tradition,,,,מתניתא,mtnyt),noun sg. emphatic,tannaitic tradition
hyky,"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 7",a,,,,,"hyk, ˀyk, hykˀ, ˀykh",,,,how,,,,היכי,hyky,adverb,how
mtrC,"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 8",verb D,,,,,trṣ,,,,"to make straight, straighten out",fig.,to correct,,מתרץ,trc,verb pael,"to make straight, straighten out | fig. | to correct"
lh;,"Masekhet: 71034, Page: 010, Side: 1, Line: 22, Word: 9",p02,,,,,l_,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
swP swP,"Masekhet: 71034, Page: 010, Side: 1, Line: 24, Word: 0",a,,,,,"swp, swpˀ",,,,end,,,,סוף סוף,swp@swp,adverb,end
typwq,"Masekhet: 71034, Page: 010, Side: 1, Line: 24, Word: 1",verb G,,,,,npq,,,,"to go out, come out, leave","to turn into, end up differently from how it started","to be spent, i.e. used up, consumed",": similar to, appropriate for",תיפוק,npq,verb peal,"to go out, come out, leave | to turn into, end up differently from how it started | to be spent, i.e. used up, consumed | : similar to, appropriate for"
ly,"Masekhet: 71034, Page: 010, Side: 1, Line: 24, Word: 2",p02,,,,,l_,,,,"to, for",,,,לי,l_,preposition with pronominal suffix,"to, for"
"""dTm)h""","Masekhet: 71034, Page: 010, Side: 1, Line: 24, Word: 3",No data,,,,,,,,,,,,,דטמאה,None,No data,
hy),"Masekhet: 71034, Page: 010, Side: 1, Line: 24, Word: 4",P01,,,,,hyˀ,,,,she,,,,היא,hy),preposition independent,she
m$wM,"Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 0",p01,,,,,mšwm,,,,because of,,,,משום,m$wm,preposition independent,because of
"""nydh;","Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 1",No data,,,,,,,,,,,,,נידה;,None,No data,
"blydh""","Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 2",No data,,,,,,,,,,,,,בלידה,None,No data,
yby$t);,"Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 3",A02,,,,,ybyš,,,,dry,,,,יבישתא;,yby$,adjective singular determined,dry
)y,"Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 4",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
hky,"Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 5",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
m)y,"Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 6",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
lmymr);,"Masekhet: 71034, Page: 010, Side: 1, Line: 25, Word: 7",p02,verb G,,,,l_,ˀmr,,,to say,to command,to think,idiomatic and special usages:,למימרא;,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
